0.25235266E+00 0.50112437E+01 0.45036753E+02
0.58710406E+01 0.58239889E+01 0.17552346E+02
0.19106086E+01 0.91783111E+00 0.31660546E+02
0.49170121E+01 0.34440969E+01 0.19987822E+02
0.21596610E+01 0.46856183E+01 0.46961115E+02
0.11028164E+02 0.70415398E+01 0.42672284E+02
0.56482987E+01 0.22015542E+00 0.12743077E+01
0.19018357E+01 0.83633818E+00 0.11906466E+02
0.39329007E+01 0.54688792E+01 0.60053073E+02
0.88484174E+01 0.73725347E+00 0.61689906E+02
0.94915398E+01 0.79599489E+01 0.32614562E+02
0.10747772E+02 0.50837600E+01 0.61802850E+01
0.12547390E+02 0.34649365E+00 0.87144622E+01
0.93521206E+01 0.21815796E+01 0.28497711E+02
0.22768469E+01 0.53811259E+01 0.79121518E+01
0.11125368E+02 0.17296664E+01 0.90054075E+01
0.24036955E+00 0.50438182E+01 0.32354448E+02
0.83545870E+01 0.67998507E+01 0.36886725E+02
0.10861123E+02 0.43531886E+01 0.17531912E+02
0.93708167E+01 0.76603384E+01 0.10180605E+02
0.14809360E+02 0.53624645E+01 0.16356823E+02
0.69492846E+01 0.61422116E+01 0.48572752E+02
0.10979948E+02 0.39253854E+01 0.52044533E+02
0.11454449E+02 0.36444075E+01 0.59000738E+02
0.77342521E+01 0.75832652E+01 0.34714640E+02
0.11240077E+02 0.24187198E+01 0.27583657E+02
0.39389902E+01 0.31702005E+01 0.33993951E+02
0.57672094E+01 0.32520137E+01 0.24703574E+02
0.37955204E+01 0.69429416E+01 0.20768139E+02
0.15252371E+02 0.73556888E+01 0.15110486E+02
0.38453985E+01 0.54619965E+01 0.54595004E+02
0.40370393E+01 0.12299315E+01 0.48688894E+01
0.37949774E+01 0.13696021E+01 0.33092897E+02
0.12626359E+01 0.76928692E+01 0.29593813E+01
0.99007327E+01 0.75299279E+01 0.34720697E+01
0.12487053E+02 0.71735190E+01 0.61852410E+01
0.85218469E+01 0.64614373E+01 0.87563207E+01
0.22687262E+01 0.38534934E+01 0.28524271E+01
0.77029340E+01 0.73065048E+01 0.30627497E+02
0.12724224E+02 0.20998718E+01 0.77326950E+01
0.14207723E+01 0.28390502E+01 0.56513887E+02
0.16122877E+01 0.57219915E+01 0.32544083E+01
0.79258686E+01 0.49000081E+01 0.51523365E+02
0.43185581E+01 0.75568938E+01 0.45424520E+02
0.33684095E+00 0.38634944E+01 0.27151683E+02
0.80334428E+01 0.55576869E+01 0.34744763E+02
0.82582644E+01 0.37464623E+01 0.57999800E+01
0.60375928E+01 0.33274415E+01 0.85357092E+01
0.51554197E+01 0.13418824E+01 0.27959925E+02
0.10264148E+02 0.26466945E+01 0.67668602E+01
0.17652173E+01 0.51614626E+01 0.52593234E+02
0.82563414E+01 0.71534062E+00 0.51330044E+02
0.11093406E+02 0.32333565E+01 0.45751858E+02
0.15569981E+02 0.41416301E+01 0.36128332E+02
0.58620584E+00 0.30365225E+01 0.21484248E+02
0.14563836E+02 0.60631690E+01 0.11225815E+02
0.13602438E+02 0.18877518E+01 0.48142771E+02
0.21047047E+01 0.40927800E+01 0.17346145E+02
0.10914104E+01 0.54628620E+01 0.36264802E+02
0.13779724E+02 0.24926463E+01 0.55231865E+02
0.12068079E+02 0.40682599E+01 0.87389371E+01
0.11077905E+02 0.51482279E+01 0.53669299E+02
0.11131725E+02 0.15718531E+01 0.43285109E+02
0.39584397E+01 0.46239111E+01 0.56425477E+02
0.99704057E+01 0.39139518E+01 0.43907331E+01
0.14878797E+02 0.85261991E+00 0.34044804E+02
0.27440011E+01 0.35994689E+01 0.92089885E+01
0.14241530E+02 0.77851350E+01 0.41883582E+02
0.50255422E+01 0.61661929E+01 0.37164774E+02
0.38220289E+01 0.20166564E+01 0.26285129E+02
0.68660489E+01 0.56020324E+01 0.39057618E+02
0.15679394E+02 0.71352316E+01 0.30151495E+02
0.32526213E+01 0.48743454E+00 0.30983984E+01
0.11400242E+01 0.60947746E+01 0.33993642E+02
0.93997843E+01 0.65481808E+00 0.30394821E+02
0.10764728E+02 0.50502777E+01 0.25135412E+02
0.15624300E+02 0.36938351E+01 0.47331043E+02
0.23789694E+01 0.35103320E+01 0.26584272E+02
0.57188508E+01 0.23777597E+01 0.34451333E+02
0.74938964E+01 0.27600457E+01 0.26412405E+02
0.13135010E+02 0.31699237E+01 0.30252122E+02
0.15271618E+02 0.75284972E+00 0.90233861E+01
0.93760791E+01 0.62465718E+01 0.13615524E+02
0.14152813E+02 0.55345227E+01 0.19134954E+02
